id,tweet,label
`5.80E+17,kurdistan canada amp israel fighting isis right now ottawa,non-rumor
`5.80E+17,rip corporal nathan cirillo thank serving country gone never forgotten ottawashooting,rumor
`5.80E+17,stand easy brother soldier killed ottawa identified cpl nathan frank cirillo,rumor
`5.80E+17,ottawa shootings suspect identified michael zehafbibeau unclear shooters,rumor
`5.80E+17,soldier killed war memorial identified cpl nathan cirillo,rumor
`5.80E+17,youve planned school shooting realize youre fat run away police,non-rumor
`5.80E+17,ottawa canada identifies gunman probably muslim mentioned,non-rumor
`5.80E+17,breaking multiple sources tell cnn michael zehafbibeau likely shooter ottawashooting,rumor
`5.80E+17,us officials suspected shooter ottawa rampage identified canadianborn michael zehafbibeau,rumor
`5.80E+17,sigh horrible day someone lose life place honor fought us ottawa,non-rumor
`5.80E+17,updated soldier killed ottawashooting identified cpl nathan cirillo hamilton,rumor
`5.80E+17,kill ideology calls r terrorist euphemism change terrorism terrorism ottawa,non-rumor
`5.80E+17,texas police officer receives death threats video shows fatally shooting puppy,non-rumor
`5.80E+17,pmharper speaking allies around world pm address nation evening ottawashooting,rumor
`5.80E+17,ottawashooting terrorsim forthoodshooting oklahomabeheading,non-rumor
`5.80E+17,pmharper met cabinet ministers discuss shootings ottawa today,non-rumor
`5.80E+17,canadian coverage ottawa shootings measured calm presented actual facts cant,non-rumor
`5.80E+17,rip soldier father killed ottawa today praying affected shooting,rumor
`5.80E+17,canada identifies muslim convert michael zehafbibeau suspected shooter ottawa attack us officials tell cnn,rumor
`5.80E+17,heartbreaking photo shows nathan cirillo moments shooting,rumor
`5.80E+17,applaud cbcnews speculating reporting known american media could use restraint,non-rumor
`5.80E+17,kobebryant last gms pts 5reb 4ast26 pts 4reb 5ast27 pts 4reb 2astbut hes top ten shooting guard,non-rumor
`5.80E+17,cpl nathan cirillo identified victim ottawashooting national war memorial,rumor
`5.80E+17,soldier killed ottawa sherwood grad couldnt wait serve country rip cpl nathan frank cirillo,rumor
`5.80E+17,wapo reports black eyewitnesses confirmed ferguson cops story afraid safety,non-rumor
`5.80E+17,thoughts amp prayers family cpl nathan frank cirillo killed today ottawa rip honourourforces pls rt,rumor
`5.80E+17,heartbreaking photo shows fallen soldier nathan cirillo moments shooting,rumor
`5.80E+17,true north strong freerip solider shot ottawa shooting canadastrong,non-rumor
`5.80E+17,along fellow canadians thoughts family canadianforces member killed today ottawashooting,non-rumor
`5.80E+17,soldier died today ottawa war memorial name cpl nathan cirillo rip,rumor
`5.80E+17,breaking photo michael zehafbibeau gunman mornings shootings ottawa,rumor
`5.80E+17,sad ottawashooting worse shooter might b guy calls muslim pls world dont judge billion muslims extremists,non-rumor
`5.80E+17,wishing everyone ottawa canada best wake todays shootings ill hug tomorrow anyone needs one,non-rumor
`5.80E+17,breaking news us agencies advised ottawa shooter believed canadian convert islam foxnews confirms,rumor
`5.80E+17,patients injured ottawashooting released hospital ottawa hospital spokesperson,rumor
`5.80E+17,breaking news cbc confirms photo michael zehafbibeau gunman ottawa shooting,rumor
`5.80E+17,official patients injured ottawa shootings released hospital ottawahospital,rumor
`5.80E+17,photos scenes canadas dark day ottawashooting,non-rumor
`5.80E+17,coverage ottawa shooting one revealing screenshot,non-rumor
`5.80E+17,moment silence anaheim also meant honor affected tragedy ottawa today,non-rumor
`5.80E+17,condolences pour family cpl nathan cirillo killed ottawashooting,rumor
`5.80E+17,justin bieber shooting swimming pool,non-rumor
`5.80E+17,thoughts family friends cpl nathan cirillo affected events ottawa ottawastrong,rumor
`5.80E+17,personal thoughts tragic day ottawa,non-rumor
`5.80E+17,pittsburgh penguins oh canada sung tonight vs philly honour event ottawa,non-rumor
`5.80E+17,soldier killed canada shooting young reservist sixyearold son,rumor
`5.80E+17,breaking cnn confirms name soldier killed ottawashooting nathan cirillo,rumor
`5.80E+17,coming live ottawa shooting stephen harper address nation,rumor
`5.80E+17,video seconds shooting nathan cirillo ottawashooting suspect gets car,rumor
`5.80E+17,parliament hill security situation evolving lockdown reinstated offices around hill ottawashooting,non-rumor
`5.80E+17,canadian soldier killed ottawashooting today cpl nathan cirillo thoughts prayers family,rumor
`5.80E+17,ottawa hospital says three patients involved todays incident discharged,rumor
`5.80E+17,thoughts prayers go nathan cirillo died today ottawa protecting country age,rumor
`5.80E+17,ottawa shooting shouldnt used pretext stripping away civil liberties,non-rumor
`5.80E+17,three people brought ottawa hospital todays shooting released stable condition,rumor
`5.80E+17,moment silence ottawa,non-rumor
`5.80E+17,broadcasting tonight ottawa latest shootings ac360 live 8pm 11pm,non-rumor
`5.80E+17,canadian soldier killed todays ottawa shooting cpl nathan cirillo family source told cnn live blog,rumor
`5.80E+17,rt cfedio told cbc ottawa situation evolving told remain current location notice ottawashooting,non-rumor
`5.80E+17,icymi sergeantatarms kevin vickers hailed hero stopping shooter parliament hill,rumor
`5.80E+17,pm stephen harper address nation ottawashooting pmet pmharper,rumor
`5.80E+17,rest peace corporal nathan cirillo respect ottawa canada,rumor
`5.80E+17,video key moments todays parliament hill shootings,non-rumor
`5.80E+17,texted friend works parliament hill amp got perfect response redacted obvs reasons ottawashooting,non-rumor
`5.80E+17,kind words us cdn coverage horrifying ottawashooting kudos cbcnews colleagues tough day,non-rumor
`5.80E+17,canadian prime minister stephen harper due make statement shortly reports say,rumor
`5.80E+17,intense new audio ottawashooting people scrambling go,non-rumor
`5.80E+17,soldier killed canada shooting young reservist sixyearold son,rumor
`5.80E+17,raptors hold moment silence honour cpl nathan cirillo affected todays events ottawa,rumor
`5.80E+17,true patriot love memory cpl nathan cirillo hamilton ontario ottawashooting canadastrong,rumor
`5.80E+17,rip cpl nathan cirillo todays tragic events put perspective ottawashooting,rumor
`5.80E+17,awful day ottawa thoughts prayers senators family entire city ottawa canada,non-rumor
`5.80E+17,canada showing regarded great nation,non-rumor
`5.80E+17,exclusive michael zahafbibeau caught dashcam model sold,rumor
`5.80E+17,finally building ottawashooting,non-rumor
`5.80E+17,canada great message toronto police imams mosques wake ottawashootings,non-rumor
`5.80E+17,sad poignant irony soldier felled foot cenotaph weep remembrance day feel different ottawashooting,non-rumor
`5.80E+17,australian pm tony abbott says security increased canberra following ottawashootings,non-rumor
`5.80E+17,photos love ottawa,non-rumor
`5.80E+17,watching peter mansbridge cbc canadian journalism calm factual fearmongering way ottawashooting cbc,non-rumor
`5.80E+17,cnn frustrated canadians lack panic ottawashooting,non-rumor
`5.80E+17,cpl nathan cirillo brave canadian soldier killed ottawashooting today,rumor
`5.80E+17,rest peace cpl nathan cirillo killed today ottawashooting,rumor
`5.80E+17,watch live pm stephen harper expected speak nation imminently ottawashooting,rumor
`5.80E+17,talk kids ottawa shootings limit tv exposure psychologists say,non-rumor
`5.80E+17,photo reported suspected ottawa shooter michael zehar bibeau came suspended isis twitter account,rumor
